capacity_output [kW],power_input [kW],condenser_water_temperature [DEG C],condenser_water_flow_rate [percent],evaporator_water_return_temperature [DEG C],evaporator_water_supply_temperature [DEG C],evaporator_water_flow_rate [percent]
25.90530612,7.418608331,29.86847538,1.014702961,15.26163265,8.610106858,1.053291674
25.90530612,7.398564402,32.14460559,1.012911922,15.51102041,8.140339556,0.911159234
25.90530612,7.379269759,24.77223108,1.033379174,15.76040816,7.834251875,0.919870574
25.90530612,7.36073246,27.68713651,0.954107529,16.00979592,8.490938566,1.010643192
25.90530612,7.342960563,26.36150663,0.911996854,16.25918367,8.303616513,0.915263832
25.90530612,7.325962126,24.82018062,0.931283045,16.50857143,8.371755274,0.977225819
25.90530612,7.309745206,34.10489456,1.011071407,16.75795918,7.996750183,0.994411792
25.90530612,7.294317863,29.9657199,0.984015553,17.00734694,8.659196462,1.039427348
25.90530612,7.279688154,30.54933173,0.993711504,17.25673469,7.94374238,1.000734176
25.90530612,7.265864136,27.2094302,1.034325,17.50612245,8.20899054,1.003445936
25.90530612,7.252853869,29.56993167,1.039346346,17.7555102,8.129694316,1.033459728
25.90530612,7.240665411,36.83819994,0.951670662,18.00489796,8.260021718,0.941585467
25.90530612,7.229306818,26.89962265,0.963665004,18.25428571,8.02245479,0.929182291
25.90530612,7.21878615,29.64940101,0.978413493,18.50367347,8.49169266,0.928888314
25.90530612,7.209111465,25.86698365,1.081695996,18.75306122,8.937204002,1.057927713
25.90530612,7.200290819,32.09799348,1.040390893,19.00244898,8.226996934,0.932215822
25.90530612,7.192332273,29.03399082,0.954166652,19.25183673,8.183378006,0.990899808
25.90530612,7.185243883,32.153244,0.957789202,19.50122449,8.220559988,0.983918351
25.90530612,7.179033707,26.56787985,0.99016884,19.75061224,8.03374866,0.919231274
25.90530612,7.173709804,28.8077845,0.934642202,20,8.524265091,0.981760707
26.70857143,8.470714417,33.43754402,1.002170437,7.78,8.138097256,0.960923427
26.70857143,8.431276209,31.56811488,0.915936643,8.029387755,8.516605888,0.913295091
26.70857143,8.39235422,30.4968879,0.932578381,8.27877551,7.728957554,0.8991553
26.70857143,8.353956644,27.08961604,1.015868216,8.528163265,8.669354018,0.941707073
26.70857143,8.316091679,33.48970513,1.00723408,8.77755102,8.198413842,0.93495861
26.70857143,8.278767519,24.93891268,1.016506832,9.026938776,7.966059945,0.996498418
26.70857143,8.241992361,30.51251081,0.944765464,9.276326531,8.469378093,1.005175899
26.70857143,8.2057744,27.98239369,0.896468701,9.525714286,8.020460015,0.956851095
26.70857143,8.170121831,31.04904397,0.899011101,9.775102041,7.779429792,0.971971785
26.70857143,8.135042852,27.01659061,1.06155269,10.0244898,8.161538944,1.003072173
26.70857143,8.100545658,27.12145792,0.974946557,10.27387755,8.095772231,0.961631768
26.70857143,8.066638443,27.63716192,0.920167852,10.52326531,8.22156723,1.0328732
26.70857143,8.033329405,27.92134949,0.973163008,10.77265306,7.89435225,0.973169707
26.70857143,8.000626739,28.79874009,0.996126433,11.02204082,8.48388858,0.981350407
26.70857143,7.96853864,29.19396741,0.88830352,11.27142857,8.068657067,0.948997345
26.70857143,7.937073305,33.3871594,0.964822611,11.52081633,8.628589901,0.983124144
26.70857143,7.906238929,27.01199447,1.019230526,11.77020408,8.316032277,1.000070926
26.70857143,7.876043708,31.19469925,0.938960002,12.01959184,8.190625775,1.012230481
26.70857143,7.846495838,26.60584136,0.941772549,12.26897959,8.713535082,0.923749574
26.70857143,7.817603515,31.49422228,0.946215328,12.51836735,8.311790028,0.969583223
26.70857143,7.789374933,28.57736739,0.981875841,12.7677551,8.425566573,1.024126308
26.70857143,7.76181829,28.39365175,0.96539949,13.01714286,8.552339969,0.94026376
26.70857143,7.734941781,26.62604735,0.983588293,13.26653061,8.707659604,1.017305101
26.70857143,7.708753601,30.07586762,0.993492495,13.51591837,7.975205355,0.901224958
26.70857143,7.683261947,29.89418587,0.986352833,13.76530612,8.171124666,0.919013422
26.70857143,7.658475014,30.14371998,1.084713472,14.01469388,8.78815325,0.97589692
26.70857143,7.634400997,28.78691502,0.957632906,14.26408163,8.077437803,0.957295338
26.70857143,7.611048094,29.99265758,0.988631721,14.51346939,8.324012734,1.026249959
26.70857143,7.588424499,27.75273118,0.902068411,14.76285714,7.996529747,1.007234397
26.70857143,7.566538409,28.70417589,1.02584437,15.0122449,7.657485444,1.039270944
26.70857143,7.545398018,26.71360564,1.006604457,15.26163265,8.618988812,0.96321649
26.70857143,7.525011523,28.70321509,1.016330398,15.51102041,8.425243553,0.94439875
26.70857143,7.50538712,28.7064567,1.012265442,15.76040816,8.436031117,0.888178041
26.70857143,7.486533004,28.3696103,0.921259722,16.00979592,8.43084784,1.0603815
26.70857143,7.468457372,30.81698961,0.961215446,16.25918367,8.473285795,0.916041827
26.70857143,7.451168418,31.51201417,0.97838074,16.50857143,8.511697138,1.037955254
26.70857143,7.434674339,27.99536071,1.012129092,16.75795918,8.814012345,0.966621796
26.70857143,7.418983331,27.21922227,1.034980043,17.00734694,8.024759827,0.86760334
26.70857143,7.404103589,28.12604966,0.974420148,17.25673469,8.434605906,1.029831081
26.70857143,7.390043309,29.14494307,0.90833339,17.50612245,8.886056984,0.991512679
26.70857143,7.376810686,29.35573957,1.031976328,17.7555102,8.265198503,0.988309363
26.70857143,7.364413917,29.00800579,0.961909563,18.00489796,7.941749515,1.00796466
26.70857143,7.352861198,32.36103013,1.026055058,18.25428571,8.491733454,0.961662999
26.70857143,7.342160724,26.46718923,0.91269355,18.50367347,8.364039677,1.009987207
26.70857143,7.33232069,27.47410423,1.021818084,18.75306122,8.278205014,0.972767824
26.70857143,7.323349293,28.1989889,0.971101321,19.00244898,8.272174932,0.984784114
26.70857143,7.315254729,27.57455273,0.997601229,19.25183673,8.386886866,0.9969836
26.70857143,7.308045193,26.96099224,0.953567301,19.50122449,7.86023566,1.006299401
26.70857143,7.301728881,27.82076975,0.989473592,19.75061224,8.106147117,1.043868016
26.70857143,7.296313989,30.10579409,0.938256348,20,8.386727093,1.054181766
27.51183673,8.637845524,30.79191697,1.020586596,7.78,8.080097248,1.010896883
27.51183673,8.597629182,27.42418791,0.874270369,8.029387755,8.299929277,0.987785155
27.51183673,8.557939244,31.45848939,0.998027054,8.27877551,7.947285656,0.997270721
27.51183673,8.518784067,31.74070857,1.094715704,8.528163265,7.72235184,0.962354367
27.51183673,8.480172008,30.48151857,0.957401118,8.77755102,8.100955171,1.026988077
27.51183673,8.442111425,26.03349542,0.973287977,9.026938776,7.753663278,0.929995386
27.51183673,8.404610676,28.49091373,0.948748472,9.276326531,8.674324293,1.084608479
27.51183673,8.367678118,29.66105742,0.951148793,9.525714286,8.465811396,1.019124983
27.51183673,8.331322108,29.44431548,1.044907363,9.775102041,8.076567178,1.005216745
27.51183673,8.295551005,28.60791451,1.07063761,10.0244898,8.869586938,1.023520939
27.51183673,8.260373164,31.43600462,0.897325538,10.27387755,8.089900677,0.970959452
27.51183673,8.225796945,29.48052201,0.943238942,10.52326531,8.281497936,0.96673585
27.51183673,8.191830704,26.36314223,0.939370449,10.77265306,7.937529396,0.937789027
27.51183673,8.158482799,32.43999563,0.997056457,11.02204082,8.129112244,0.991759722
27.51183673,8.125761588,28.85242713,0.918374992,11.27142857,7.841278551,1.021351168
27.51183673,8.093675427,25.40051235,0.999112147,11.52081633,7.602617973,0.922816314
27.51183673,8.062232675,31.51918148,0.890516394,11.77020408,8.373935588,1.024376591
27.51183673,8.031441688,30.17960527,0.990460892,12.01959184,8.465324795,1.029108436
27.51183673,8.001310825,29.70213506,0.989903388,12.26897959,8.593979552,1.029385826
27.51183673,7.971848442,28.16339181,1.016373539,12.51836735,7.775516361,0.938001209
27.51183673,7.943062898,29.06721077,1.006655559,12.7677551,8.421191947,1.010127991
27.51183673,7.914962549,26.67249645,1.045762211,13.01714286,8.768614414,0.83588643
27.51183673,7.887555754,30.87485772,0.986810836,13.26653061,8.124408809,0.975198678
27.51183673,7.86085087,31.48182232,0.960771288,13.51591837,8.323511606,0.99907646
27.51183673,7.834856253,30.4082924,0.98505053,13.76530612,8.187271972,1.030994187
27.51183673,7.809580262,29.84182656,0.970624383,14.01469388,8.567858308,0.942311372
27.51183673,7.785031255,31.42217067,0.98428259,14.26408163,8.858787014,0.988228517
27.51183673,7.761217588,28.25059491,0.945768727,14.51346939,8.335589398,0.898111995
27.51183673,7.738147619,29.86001799,0.997134348,14.76285714,7.764760331,1.034031223
27.51183673,7.715829706,30.27099244,1.070130757,15.0122449,8.060592212,0.999086269
27.51183673,7.694272206,29.11693698,0.996573003,15.26163265,7.992896628,1.059327221
27.51183673,7.673483476,28.49305497,0.932021407,15.51102041,8.288076052,0.967486717
27.51183673,7.653471874,26.90608782,0.990391948,15.76040816,8.099384733,1.054200921
27.51183673,7.634245758,26.8840426,0.904502744,16.00979592,8.624229722,0.998561855
27.51183673,7.615813485,27.19686014,0.996559882,16.25918367,8.259315078,0.991681351
27.51183673,7.598183412,30.4333185,1.020823057,16.50857143,8.548596277,0.960871437
27.51183673,7.581363898,32.48444329,1.01754228,16.75795918,7.662848385,0.994311698
27.51183673,7.565363298,28.45294459,1.02564614,17.00734694,7.801834205,1.022111662
27.51183673,7.550189972,28.82391901,1.027867779,17.25673469,8.357286219,1.003470166
27.51183673,7.535852276,26.7037458,0.958250443,17.50612245,8.768496613,1.021519257
27.51183673,7.522358568,30.33391696,0.876839163,17.7555102,8.134269467,0.896554379
27.51183673,7.509717205,28.84929531,0.977290411,18.00489796,7.879923432,1.04480366
27.51183673,7.497936545,28.55179078,0.937173028,18.25428571,8.536829152,0.997785858
27.51183673,7.487024945,29.23901212,0.943574648,18.50367347,7.949405699,0.906024175
27.51183673,7.476990764,30.1124324,1.021890178,18.75306122,8.505407372,0.998242878
27.51183673,7.467842357,31.66838801,1.036767024,19.00244898,8.400683654,1.002351457
27.51183673,7.459588083,26.48771657,0.977424468,19.25183673,8.560756568,0.97891946
27.51183673,7.4522363,29.579275,0.997577929,19.50122449,8.439041628,0.983397907
27.51183673,7.445795364,28.32177211,0.961445493,19.75061224,8.571805112,1.032895486
27.51183673,7.440273633,28.99993931,0.93831852,20,8.478283006,0.946820736
28.31510204,8.832381549,30.04249641,1.005114549,7.78,8.141889547,0.910660828
28.31510204,8.791259481,27.07281485,1.009981765,8.029387755,8.228042976,1.036729052
28.31510204,8.750675671,24.97295661,0.979821011,8.27877551,8.419430353,0.92957034
28.31510204,8.710638666,25.35978043,0.985725776,8.528163265,7.708288027,0.989220873
28.31510204,8.671157011,32.22126982,0.997189891,8.77755102,8.466105496,0.994803523
28.31510204,8.632239252,26.18277397,0.981084921,9.026938776,8.445943819,0.888071578
28.31510204,8.593893935,29.82107686,0.91368635,9.276326531,8.417131045,1.016331319
28.31510204,8.556129605,28.67064951,0.95170504,9.525714286,8.783325511,0.923151526
28.31510204,8.518954809,29.37423047,0.927979048,9.775102041,8.199039886,0.928139394
28.31510204,8.482378092,29.77073117,0.978079587,10.0244898,8.270434882,1.020695579
28.31510204,8.446407998,28.31974557,0.94624586,10.27387755,8.117566923,0.985408346
28.31510204,8.411053076,30.64565897,0.969261736,10.52326531,8.425468987,0.969862933
28.31510204,8.376321869,28.65253804,0.991053722,10.77265306,8.61271791,1.044556817
28.31510204,8.342222924,28.12841829,0.984735565,11.02204082,8.370500756,0.974075499
28.31510204,8.308764786,28.93006738,1.010213567,11.27142857,8.188979805,0.978761181
28.31510204,8.275956001,31.39354225,0.97204511,11.52081633,8.307059504,1.015752992
28.31510204,8.243805115,28.0063812,0.991338597,11.77020408,8.228789334,1.004838259
28.31510204,8.212320674,30.97361625,1.016725258,12.01959184,7.754945436,1.012790185
28.31510204,8.181511223,30.60494897,1.058185018,12.26897959,8.606128931,0.961998872
28.31510204,8.151385307,31.16707962,0.972712007,12.51836735,8.438157784,1.029395475
28.31510204,8.121951473,30.02311946,0.952959268,12.7677551,8.242122658,0.954869277
28.31510204,8.093218267,30.05963084,1.049901681,13.01714286,8.395171249,1.06330707
28.31510204,8.065194233,30.95785076,0.91876006,13.26653061,8.122603743,0.960111679
28.31510204,8.037887918,26.94283803,0.97453929,13.51591837,7.824391695,0.988605921
28.31510204,8.011307868,26.16094971,0.960814302,13.76530612,8.677159608,0.972020245
28.31510204,7.985462627,31.58688107,1.047694287,14.01469388,7.848492099,0.925579445
28.31510204,7.960360743,27.57590612,0.962994857,14.26408163,8.282049577,1.053764435
28.31510204,7.93601076,27.07914287,0.93685429,14.51346939,8.39133019,0.96745112
28.31510204,7.912421224,31.18176052,0.995804558,14.76285714,7.789361099,1.052706625
28.31510204,7.889600681,26.2017174,0.941860094,15.0122449,7.856109936,0.975361496
28.31510204,7.867557676,28.5461596,0.931437223,15.26163265,8.479856613,0.947186099
28.31510204,7.846300756,28.81899531,0.975814669,15.51102041,8.421994168,0.946277648
28.31510204,7.825838466,30.05920786,0.892550773,15.76040816,8.316918036,1.047778496
28.31510204,7.806179352,26.20422308,1.10428294,16.00979592,8.548141985,0.920377896
28.31510204,7.787331959,27.88017109,0.987053255,16.25918367,8.626636201,1.096869141
28.31510204,7.769304833,26.67724418,0.965405957,16.50857143,7.886602869,0.926066243
28.31510204,7.75210652,29.01113167,0.991366025,16.75795918,8.624686046,1.092665517
28.31510204,7.735745565,26.63696392,0.958831497,17.00734694,8.532750344,1.112277437
28.31510204,7.720230515,24.92564898,0.925306197,17.25673469,8.582445817,0.973856198
28.31510204,7.705569914,27.09679413,0.976823617,17.50612245,8.365629179,0.979650218
28.31510204,7.69177231,30.45370019,0.893711156,17.7555102,8.119402312,1.006453462
28.31510204,7.678846246,28.27164726,0.954969421,18.00489796,8.598651517,0.925028762
28.31510204,7.66680027,30.44617582,1.096491489,18.25428571,7.850918658,0.954655749
28.31510204,7.655642926,29.61307483,1.019289341,18.50367347,8.48065033,1.03730369
28.31510204,7.645382761,29.9117663,0.875750374,18.75306122,7.959207846,0.987139209
28.31510204,7.63602832,26.82587932,0.976084616,19.00244898,7.93895027,1.045658694
28.31510204,7.627588149,31.29061735,0.914387229,19.25183673,8.110469425,0.990821937
28.31510204,7.620070793,30.50347402,0.937418519,19.50122449,8.578194935,0.947489914
28.31510204,7.613484798,29.61236152,0.946307923,19.75061224,8.374653805,0.963767733
28.31510204,7.607838711,28.9501177,0.975948258,20,8.969073056,0.921606536
29.11836735,9.056934615,29.36289657,0.948471965,7.78,8.414551359,0.971297901
29.11836735,9.014767066,28.87666302,0.97313136,8.029387755,8.185891743,0.909894977
29.11836735,8.97315146,28.32725193,1.000607783,8.27877551,8.179397671,0.89540651
29.11836735,8.93209656,28.00719234,0.874659565,8.528163265,8.109025506,1.041965907
29.11836735,8.89161113,28.31655865,1.001135122,8.77755102,8.830897196,1.027923119
29.11836735,8.851703932,27.63554968,0.916981052,9.026938776,8.491352769,0.868897258
29.11836735,8.81238373,30.35654421,0.922892027,9.276326531,8.720699525,0.96478846
29.11836735,8.773659286,29.27764949,1.07650114,9.525714286,8.866688966,0.893312985
29.11836735,8.735539363,30.16463467,1.014724016,9.775102041,8.288716761,1.080658247
29.11836735,8.698032725,28.481461,0.971455152,10.0244898,8.734505313,0.970790931
29.11836735,8.661148134,28.45834846,1.009946277,10.27387755,8.510654029,0.938872985
29.11836735,8.624894354,27.82250939,0.988426917,10.52326531,8.013386392,1.009318123
29.11836735,8.589280146,26.28578297,0.91806977,10.77265306,7.901712141,0.965181079
29.11836735,8.554314275,29.40453693,1.050091155,11.02204082,8.747576386,1.007710829
29.11836735,8.520005503,27.71793065,0.861283025,11.27142857,8.488434888,1.085923427
29.11836735,8.486362593,28.94179761,0.903844218,11.52081633,8.22440722,0.98788275
29.11836735,8.453394308,28.25443799,0.951788734,11.77020408,8.196583098,0.972014477
29.11836735,8.421109411,30.82016392,0.9129278,12.01959184,8.503603496,0.905376335
29.11836735,8.389516665,29.12945934,0.935853889,12.26897959,8.483993047,0.959603944
29.11836735,8.358624833,28.46112585,0.868338305,12.51836735,8.516893789,1.053234536
29.11836735,8.328442678,29.43712664,0.949551571,12.7677551,8.175410274,0.96616221
29.11836735,8.298978963,29.10004964,1.05999884,13.01714286,8.877257979,0.98580435
29.11836735,8.270242451,28.40314656,0.964337275,13.26653061,8.795307649,0.912710468
29.11836735,8.242241904,30.71566132,0.981500172,13.51591837,8.584929214,0.913806652
29.11836735,8.214986087,28.22938397,0.994957562,13.76530612,9.002785794,0.947745979
29.11836735,8.188483761,28.94934228,0.885844372,14.01469388,8.797990026,0.97102667
29.11836735,8.16274369,30.50793511,0.976173812,14.26408163,8.137581785,0.920152484
29.11836735,8.137774637,32.08831565,0.987321501,14.51346939,8.458543349,0.916601474
29.11836735,8.113585365,33.10874076,1.000207564,14.76285714,8.713542075,0.984294209
29.11836735,8.090184636,25.99031905,0.917971999,15.0122449,8.20362862,0.992193437
29.11836735,8.067581213,28.44436428,0.9265872,15.26163265,8.217606119,0.97717826
29.11836735,8.045783861,29.5969756,1.011245581,15.51102041,8.934559223,1.019705756
29.11836735,8.024801341,32.01980795,0.907505619,15.76040816,8.384539903,1.013185273
29.11836735,8.004642416,32.07431751,0.838808896,16.00979592,8.149005053,0.921688323
29.11836735,7.98531585,29.39381609,0.941688273,16.25918367,8.968328878,0.955975072
29.11836735,7.966830405,25.33199512,1.044759657,16.50857143,7.833392669,1.035881526
29.11836735,7.949194845,27.27694366,0.929846296,16.75795918,8.897017114,0.945029378
29.11836735,7.932417932,27.36647256,0.997745116,17.00734694,8.418833069,0.996522165
29.11836735,7.91650843,29.39022687,0.963449057,17.25673469,8.172412115,0.960922385
29.11836735,7.9014751,27.05312227,0.97641946,17.50612245,7.792573919,0.943334334
29.11836735,7.887326708,31.71682576,0.916651405,17.7555102,8.260802972,0.99731443
29.11836735,7.874072014,29.90848275,1.032261676,18.00489796,8.653506799,0.954726472
29.11836735,7.861719783,29.08541223,0.968892801,18.25428571,8.241926207,0.960880376
29.11836735,7.850278776,27.19381181,0.94496718,18.50367347,8.479667523,0.979373913
29.11836735,7.839757758,26.25551022,0.950027392,18.75306122,8.474786859,1.011530507
29.11836735,7.830165491,24.94084436,1.006678536,19.00244898,8.700587218,0.997100264
29.11836735,7.821510738,30.94724116,1.003024114,19.25183673,8.040414233,1.010919873
29.11836735,7.813802263,28.15938788,0.966326312,19.50122449,8.137514804,0.967226746
29.11836735,7.807048827,29.98720403,0.990387192,19.75061224,8.225710749,1.054512783
29.11836735,7.801259194,28.8148415,0.881727548,20,8.275345324,0.949599314
29.92163265,9.314116846,29.63379472,0.918952831,7.78,8.082179615,0.92146115
29.92163265,9.2707519,31.54032688,1.036608094,8.029387755,8.157361942,0.972914714
29.92163265,9.22795457,30.56664833,0.897593724,8.27877551,8.258294795,0.957917807
29.92163265,9.185733869,31.0897575,1.020707121,8.528163265,9.140230851,1.026540128
29.92163265,9.144098808,26.50632948,1.024691973,8.77755102,8.926342694,1.09223425
29.92163265,9.103058398,30.12021778,0.960775148,9.026938776,8.480591269,0.939247139
29.92163265,9.062621653,30.32519158,0.977321837,9.276326531,8.609672766,0.925825974
29.92163265,9.022797583,28.13395623,0.986000911,9.525714286,8.202428664,0.953226713
29.92163265,8.983595201,32.50736432,1.003987041,9.775102041,8.165054406,0.982338437
29.92163265,8.945023518,30.40554956,0.927044092,10.0244898,7.933786444,0.915536844
29.92163265,8.907091546,28.71139794,0.997997665,10.27387755,8.442836473,1.032339418
29.92163265,8.869808297,27.08841523,0.955888441,10.52326531,8.094571323,0.990399191
29.92163265,8.833182783,25.51117251,0.998983376,10.77265306,7.925852351,0.99348945
29.92163265,8.797224015,31.24067052,0.942095517,11.02204082,7.782762778,0.896115809
29.92163265,8.761941005,30.11000648,0.967101471,11.27142857,8.650399468,0.945064114
29.92163265,8.727342765,27.62133824,0.935835006,11.52081633,7.947251021,0.967683321
29.92163265,8.693438307,24.40033212,1.016392865,11.77020408,8.247452251,0.931852578
29.92163265,8.660236643,31.19221275,1.008625365,12.01959184,8.051886376,0.958761677
29.92163265,8.627746784,25.8737305,1.039673596,12.26897959,8.113181316,1.085236844
29.92163265,8.595977743,26.83587289,0.895876098,12.51836735,9.029269888,0.930802851
29.92163265,8.56493853,27.86056321,0.876736452,12.7677551,8.712224535,0.979525955
29.92163265,8.534638159,25.61414876,0.956721376,13.01714286,8.30949033,1.021225344
29.92163265,8.50508564,31.52346615,0.948261594,13.26653061,8.450971518,0.931896302
29.92163265,8.476289985,30.34832805,0.994517322,13.51591837,8.072581817,0.885124903
29.92163265,8.448260207,29.17456802,0.973154974,13.76530612,8.961472814,0.965504361
29.92163265,8.421005317,26.58658489,1.045300601,14.01469388,8.554352275,0.964937446
29.92163265,8.394534326,27.17391774,0.997333572,14.26408163,8.697302233,0.927403211
29.92163265,8.368856248,28.62827928,1.013204894,14.51346939,8.54992572,0.963624091
29.92163265,8.343980092,26.6304353,0.942924582,14.76285714,8.390145016,0.963459115
29.92163265,8.319914873,28.1898611,0.910163752,15.0122449,8.436034482,1.004641164
29.92163265,8.2966696,27.89477985,1.012515604,15.26163265,8.157985886,0.984330597
29.92163265,8.274253286,29.17058592,0.986349295,15.51102041,8.155151602,1.021148562
29.92163265,8.252674943,28.42733043,1.029986991,15.76040816,7.991861998,0.89113173
29.92163265,8.231943582,30.45803599,0.973100411,16.00979592,8.421423646,0.933536729
29.92163265,8.212068215,31.87914859,0.960372436,16.25918367,8.470378279,0.958404037
29.92163265,8.193057855,26.91934583,0.955170789,16.50857143,8.456130165,0.971547762
29.92163265,8.174921512,28.46265913,1.007699671,16.75795918,8.517751783,0.962570202
29.92163265,8.157668199,26.37402083,1.013899801,17.00734694,8.474552436,1.074316695
29.92163265,8.141306928,28.61518656,0.975541167,17.25673469,8.307651656,0.853878218
29.92163265,8.12584671,28.88878703,0.953050174,17.50612245,8.646080706,1.011149623
29.92163265,8.111296557,25.82712209,0.956052776,17.7555102,8.149226326,0.960229552
29.92163265,8.097665481,31.45475084,1.00548812,18.00489796,8.144884991,0.89788015
29.92163265,8.084962493,26.97461539,0.947527751,18.25428571,8.158682502,0.955656435
29.92163265,8.073196606,26.31774081,0.962843546,18.50367347,8.247665634,0.973822804
29.92163265,8.062376832,29.87236338,0.930046467,18.75306122,8.644550088,0.982460846
29.92163265,8.052512181,29.03183681,1.00596772,19.00244898,8.408521059,0.854042499
29.92163265,8.043611666,31.51279218,1.010651473,19.25183673,8.471546665,0.911805889
29.92163265,8.035684299,31.70234847,0.958208422,19.50122449,8.121595598,0.930385835
29.92163265,8.028739092,28.94035694,1.051316832,19.75061224,8.899731621,0.98938268
29.92163265,8.022785056,28.20935095,0.964002502,20,8.336564116,1.008847889
30.72489796,9.606540366,28.89585171,0.92004305,7.78,8.478308163,0.933131146
30.72489796,9.561813946,26.16114542,0.910094441,8.029387755,8.282177192,0.986233735
30.72489796,9.517672962,26.61605596,0.979210194,8.27877551,8.41850634,1.033804401
30.72489796,9.474126711,23.44741607,0.985473698,8.528163265,8.415073188,1.006900258
30.72489796,9.431184487,30.91734404,1.017804021,8.77755102,8.280185994,0.890823206
30.72489796,9.388855584,27.23363871,1.033586434,9.026938776,8.584818968,0.905562668
30.72489796,9.347149297,30.0340152,0.883899459,9.276326531,8.754647966,0.955283685
30.72489796,9.306074922,29.33014537,1.036614416,9.525714286,8.230934435,0.91277829
30.72489796,9.265641752,31.58736169,0.991514218,9.775102041,8.540144213,0.981758469
30.72489796,9.225859083,28.42215565,0.990386704,10.0244898,8.301239754,0.992034616
30.72489796,9.186736209,30.31036082,1.012483346,10.27387755,7.974349699,0.96860206
30.72489796,9.148282425,27.03210114,0.942400633,10.52326531,8.172005484,0.85135196
30.72489796,9.110507025,27.46983187,0.968969472,10.77265306,7.633838577,0.990086073
30.72489796,9.073419306,27.97881261,0.973201426,11.02204082,8.740311592,1.026070982
30.72489796,9.03702856,28.35301578,0.946378952,11.27142857,8.385874313,0.939442612
30.72489796,9.001344083,27.9278805,1.045004296,11.52081633,8.124280349,0.97048
30.72489796,8.96637517,28.43968532,1.012464218,11.77020408,8.198330228,1.002460369
30.72489796,8.932131115,31.83728304,0.906645387,12.01959184,8.146075274,0.98145474
30.72489796,8.898621213,28.41577338,0.937218168,12.26897959,8.11882784,0.909870293
30.72489796,8.865854759,24.81674454,0.941381145,12.51836735,7.783238773,1.037610448
30.72489796,8.833841048,28.57019538,1.024372874,12.7677551,8.611643208,0.925507286
30.72489796,8.802589374,30.16583825,1.017674139,13.01714286,8.307092795,1.004567546
30.72489796,8.772109032,30.26781195,0.976943303,13.26653061,8.103202849,0.935254909
30.72489796,8.742409317,29.0759277,0.862769488,13.51591837,8.598197432,0.881914729
30.72489796,8.713499523,34.41411025,1.034668622,13.76530612,8.188707593,1.009660969
30.72489796,8.685388946,24.25669751,1.021108191,14.01469388,8.379646609,0.963255739
30.72489796,8.65808688,29.05935977,1.055040648,14.26408163,8.850681339,0.905529213
30.72489796,8.631602619,26.40247803,1.011202938,14.51346939,8.535331819,0.986985032
30.72489796,8.605945459,26.67458561,0.94786562,14.76285714,8.554182301,0.912085569
30.72489796,8.581124693,26.46177316,0.971915054,15.0122449,8.554634657,0.950239893
30.72489796,8.557149618,25.67791684,1.078853195,15.26163265,8.868388058,0.992634505
30.72489796,8.534029528,25.2459304,1.011075057,15.51102041,8.43438677,0.93096598
30.72489796,8.511773717,31.33085916,0.988167349,15.76040816,8.05973044,0.943999464
30.72489796,8.490391479,27.52930161,0.920162446,16.00979592,8.237978774,0.956063079
30.72489796,8.469892111,30.14600954,0.95171639,16.25918367,8.092943177,0.933792724
30.72489796,8.450284907,26.56048671,0.989497637,16.50857143,8.712847634,0.920919038
30.72489796,8.43157916,30.14977531,1.003736207,16.75795918,8.393896859,0.875259228
30.72489796,8.413784167,26.62194354,0.995210139,17.00734694,8.340047453,0.918815766
30.72489796,8.396909222,30.46173725,0.981432431,17.25673469,8.127691509,0.950297669
30.72489796,8.380963619,30.56060396,0.979653857,17.50612245,7.780258351,1.02178521
30.72489796,8.365956653,31.93150237,0.971168582,17.7555102,8.012271421,1.095926906
30.72489796,8.351897619,26.95687069,0.996225306,18.00489796,8.377535899,1.006744003
30.72489796,8.338795812,26.25442671,0.940042248,18.25428571,8.480592968,1.027864025
30.72489796,8.326660526,24.64005703,0.985115658,18.50367347,8.212017797,1.056723979
30.72489796,8.315501057,30.32295395,0.986211506,18.75306122,8.700769937,0.945978645
30.72489796,8.305326699,26.90216873,0.986639297,19.00244898,8.644129115,1.029190367
30.72489796,8.296146746,27.41739098,1.009181344,19.25183673,8.150889327,0.981754937
30.72489796,8.287970493,28.01923542,1.04920244,19.50122449,8.277817052,0.96650435
30.72489796,8.280807236,26.94247882,0.936023788,19.75061224,8.29468689,0.987118935
30.72489796,8.274666268,27.3041427,0.985014043,20,8.572062706,0.986760909
31.52816327,9.936817299,29.93314511,0.910440386,7.78,8.457822954,0.901765713
31.52816327,9.890553165,30.63859755,1.063944073,8.029387755,8.044340779,1.063057006
31.52816327,9.844894596,27.26121033,1.026214774,8.27877551,8.079159896,0.915280025
31.52816327,9.799851206,33.06422066,1.013470083,8.528163265,8.148496835,1.02987055
31.52816327,9.75543261,33.56553817,0.95324185,8.77755102,8.331972973,1.051308392
31.52816327,9.711648421,29.97878529,0.958334575,9.026938776,8.598857234,0.980887416
31.52816327,9.668508255,28.02612981,0.938354829,9.276326531,8.226541177,0.945603921
31.52816327,9.626021725,27.20992,1.042936961,9.525714286,8.424532522,0.963441362
31.52816327,9.584198446,29.89705467,0.907821695,9.775102041,7.600704578,0.99876194
31.52816327,9.543048032,28.82284999,0.90030042,10.0244898,9.17871268,0.965329076
31.52816327,9.502580097,29.91667164,1.040477736,10.27387755,8.386770207,0.900473158
31.52816327,9.462804255,29.90984377,1.053064449,10.52326531,8.426618512,0.971307351
